GENUS,SPEC,DATE,SEX,LAT_O,LONG_O,ERROR_O,LAT_HR,LONG_HR,ERROR_HR
LASIURUS,CINEREUS,11/25/2020,M,40.547778,-124.096111,1,40.547778,-124.096111,1
LASIURUS,CINEREUS,5/7/1964,M,40.870556,-123.957222,1,40.85315,-123.988778,1
LASIURUS,CINEREUS,5/8/1963,U,40.8425,-124.0625,1,40.8425,-124.0625,1
LASIURUS,CINEREUS,5/25/1889,U,40.802222,-124.1625,1,40.802222,-124.1625,1
LASIURUS,CINEREUS,9/2/1967,U,41.035556,-124.122222,1,41.035556,-124.122222,1
LASIURUS,CINEREUS,11/22/1934,F,40.576389,-124.262778,1,40.576389,-124.262778,1
LASIURUS,CINEREUS,5/3/1931,F,36.118333,-117.094444,1,36.118333,-117.094444,1
LASIURUS,CINEREUS,5/29/2005,F,37.165,-118.288611,1,37.165,-118.288611,1
LASIURUS,CINEREUS,6/14/1968,M,36.606111,-118.061944,1,36.587618,-118.069265,1
LASIURUS,CINEREUS,6/15/1968,M,36.606111,-118.061944,1,36.587618,-118.069265,1
LASIURUS,CINEREUS,6/19/1945,M,35.025278,-118.745556,1,35.025278,-118.745556,1
LASIURUS,CINEREUS,4/22/1991,F,36.3275,-119.644722,1,36.3275,-119.644722,3
LASIURUS,CINEREUS,4/22/1991,F,36.3275,-119.644722,1,36.3275,-119.644722,3
LASIURUS,CINEREUS,7/13/1982,F,36.098056,-119.559444,1,36.098492,-119.569752,2
LASIURUS,CINEREUS,12/26/1990,F,36.3275,-119.644722,1,36.3275,-119.644722,3
LASIURUS,CINEREUS,9/17/1938,U,39.123333,-122.847222,1,39.123333,-122.847222,1
LASIURUS,CINEREUS,7/16/1899,M,40.995556,-120.886111,1,40.995556,-120.886111,1
LASIURUS,CINEREUS,1/14/1976,F,34.139722,-118.034444,1,34.139722,-118.034444,1
LASIURUS,CINEREUS,4/4/2019,F,34.09,-117.889444,1,34.09,-117.889444,1
LASIURUS,CINEREUS,12/17/2026,M,34.148056,-117.998056,1,34.139319,-117.97731,1
LASIURUS,CINEREUS,4/13/2028,U,34.161667,-118.051944,1,34.161667,-118.051944,1
LASIURUS,CINEREUS,5/2/1942,F,34.17,-117.808056,1,34.17,-117.808056,1
LASIURUS,CINEREUS,5/7/2004,F,34.281944,-118.438056,1,34.281944,-118.438056,1
LASIURUS,CINEREUS,7/8/1986,F,34.186667,-118.448056,1,34.186667,-118.448056,1
LASIURUS,CINEREUS,12/29/2006,M,34.136111,-117.864444,1,34.136111,-117.864444,1
LASIURUS,CINEREUS,2/25/1944,M,36.961389,-120.059722,1,36.956939,-120.066901,1
LASIURUS,CINEREUS,4/17/2011,M,37.217222,-119.904444,1,37.217222,-119.904444,1
LASIURUS,CINEREUS,4/17/2011,M,37.217222,-119.904444,1,37.217222,-119.904444,1
LASIURUS,CINEREUS,4/21/2011,M,37.217222,-119.904444,1,37.217222,-119.904444,1
LASIURUS,CINEREUS,4/26/2021,M,37.123056,-120.259167,1,37.123056,-120.259167,1
LASIURUS,CINEREUS,2/5/1889,F,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,3/15/1890,M,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,4/29/1886,U,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,8/18/1892,F,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,9/4/1891,M,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,10/18/1887,M,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,2/9/1933,F,38.061667,-122.6975,1,38.061667,-122.6975,1
LASIURUS,CINEREUS,4/28/1949,M,38.101111,-122.855833,1,38.08859,-122.844805,1
LASIURUS,CINEREUS,6/1/2022,U,38.069167,-122.805833,1,38.069167,-122.805833,1
LASIURUS,CINEREUS,8/20/2015,F,37.738056,-119.414722,1,37.736728,-119.39782,1
LASIURUS,CINEREUS,4/1/1946,M,36.986111,-120.625556,1,36.986111,-120.625556,1
LASIURUS,CINEREUS,4/15/2016,U,37.519167,-120.436389,1,37.519167,-120.436389,1
LASIURUS,CINEREUS,12/13/1957,M,36.617778,-121.915556,1,36.623656,-121.92578,1
LASIURUS,CINEREUS,12/20/1957,F,36.617778,-121.915556,1,36.623656,-121.92578,1
LASIURUS,CINEREUS,12/27/1957,F,36.617778,-121.915556,1,36.623656,-121.92578,1
LASIURUS,CINEREUS,3/27/1948,M,36.519444,-121.944722,1,36.519444,-121.944722,1
LASIURUS,CINEREUS,11/20/1990,F,33.618889,-117.928056,1,33.618889,-117.928056,1
LASIURUS,CINEREUS,4/28/1941,F,33.736389,-115.808889,1,33.736389,-115.808889,1
LASIURUS,CINEREUS,5/20/1977,F,34.030833,-116.145278,1,34.030833,-116.145278,1
LASIURUS,CINEREUS,4/1/2023,U,34.023889,-116.070278,1,34.023889,-116.070278,1
LASIURUS,CINEREUS,4/13/1952,F,35.237778,-115.498333,1,35.162717,-115.441111,1
LASIURUS,CINEREUS,4/27/1980,F,34.536111,-117.290278,1,34.516634,-117.274419,1
LASIURUS,CINEREUS,4/27/1980,F,34.536111,-117.290278,1,34.516634,-117.274419,1
LASIURUS,CINEREUS,11/6/1965,M,35.681667,-116.422778,1,35.681667,-116.422778,1
LASIURUS,CINEREUS,5/17/1939,F,35.525278,-115.588333,1,35.514263,-115.57944,1
LASIURUS,CINEREUS,1/19/1931,M,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,1/22/1937,F,32.778333,-116.9875,1,32.817142,-117.009471,1
LASIURUS,CINEREUS,1/27/1930,M,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,1/28/1932,M,32.891111,-116.845,1,32.891111,-116.845,1
LASIURUS,CINEREUS,1/29/1963,F,32.847222,-117.273333,1,32.838491,-117.257448,2
LASIURUS,CINEREUS,1/31/1935,M,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,2/22/1937,F,32.959444,-117.264444,1,32.959444,-117.264444,1
LASIURUS,CINEREUS,2/24/1932,M,32.657778,-117.029167,1,32.657778,-117.029167,1
LASIURUS,CINEREUS,2/28/1930,M,32.741667,-116.910556,1,32.741667,-116.910556,1
LASIURUS,CINEREUS,3/3/1934,F,33.119167,-117.085556,1,33.119167,-117.085556,1
LASIURUS,CINEREUS,3/9/1936,F,32.794722,-116.961667,1,32.844115,-116.989485,1
LASIURUS,CINEREUS,3/10/1941,M,32.857222,-116.921389,1,32.857222,-116.921389,1
LASIURUS,CINEREUS,3/15/1933,F,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,3/17/1938,F,32.778333,-116.9875,1,32.817142,-117.009471,1
LASIURUS,CINEREUS,3/24/1931,M,32.657778,-117.029167,1,32.657778,-117.029167,1
LASIURUS,CINEREUS,3/31/1934,F,32.838333,-116.973056,1,32.838333,-116.973056,1
LASIURUS,CINEREUS,4/2/1933,M,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,4/12/1951,F,32.678056,-117.098333,1,32.678056,-117.098333,1
LASIURUS,CINEREUS,4/21/1941,M,33.020278,-117.201944,1,33.020278,-117.201944,1
LASIURUS,CINEREUS,5/10/1939,M,33.036944,-117.291111,1,33.036944,-117.291111,1
LASIURUS,CINEREUS,5/26/2017,F,32.644167,-116.780556,1,32.644167,-116.780556,1
LASIURUS,CINEREUS,6/1/1939,M,32.838333,-116.973056,1,32.843539,-116.989043,1
LASIURUS,CINEREUS,6/30/1965,F,33.255833,-116.374167,1,33.271507,-116.418796,1
LASIURUS,CINEREUS,10/24/1939,F,32.767778,-117.022222,1,32.767778,-117.022222,1
LASIURUS,CINEREUS,12/4/1966,M,33.119167,-117.085556,1,33.119167,-117.085556,3
LASIURUS,CINEREUS,12/5/1930,F,32.741667,-116.910556,1,32.741667,-116.910556,1
LASIURUS,CINEREUS,12/5/1930,M,32.741667,-116.910556,1,32.741667,-116.910556,1
LASIURUS,CINEREUS,12/23/1990,M,32.7,-117.245833,1,32.7,-117.245833,1
LASIURUS,CINEREUS,12/25/1945,U,32.767778,-117.022222,1,32.772642,-116.997534,1
LASIURUS,CINEREUS,5/18/1893,F,33.109167,-116.672222,1,33.109167,-116.672222,1
LASIURUS,CINEREUS,5/26/1939,F,33.288889,-117.224722,1,33.288889,-117.224722,1
LASIURUS,CINEREUS,9/10/2029,M,33.119167,-117.085556,1,33.119167,-117.085556,1
LASIURUS,CINEREUS,10/24/1990,M,32.583889,-117.112222,1,32.583889,-117.112222,1
LASIURUS,CINEREUS,10/24/1990,F,32.583889,-117.112222,1,32.583889,-117.112222,1
LASIURUS,CINEREUS,11/13/1990,F,33.2,-117.241667,1,33.2,-117.241667,4
LASIURUS,CINEREUS,11/28/1933,M,33.143333,-117.165278,1,33.143333,-117.165278,1
LASIURUS,CINEREUS,12/15/1933,M,33.143333,-117.165278,1,33.143333,-117.165278,1
LASIURUS,CINEREUS,12/21/1931,F,33.091667,-116.953056,1,33.091667,-116.953056,1
LASIURUS,CINEREUS,5/27/1999,U,35.626667,-120.69,1,35.644092,-120.646172,1
LASIURUS,CINEREUS,5/7/2015,M,37.485278,-122.235278,1,37.485278,-122.235278,1
LASIURUS,CINEREUS,11/6/2012,M,37.485278,-122.235278,1,37.485278,-122.235278,1
LASIURUS,CINEREUS,1/4/1991,F,37.43,-122.252778,1,37.43,-122.252778,1
LASIURUS,CINEREUS,2/12/2018,M,37.563056,-122.324444,1,37.563056,-122.324444,1
LASIURUS,CINEREUS,2/23/1991,F,37.485278,-122.235278,1,37.485278,-122.235278,4
LASIURUS,CINEREUS,3/25/1991,M,37.485278,-122.235278,1,37.485278,-122.235278,4
LASIURUS,CINEREUS,4/16/1991,F,37.319167,-122.273056,1,37.319167,-122.273056,1
LASIURUS,CINEREUS,10/29/1991,F,37.574167,-122.378333,1,37.560908,-122.38479,2
LASIURUS,CINEREUS,11/5/1991,F,37.45,-122.35,1,37.560908,-122.38479,2
LASIURUS,CINEREUS,12/9/1991,M,37.574167,-122.378333,1,37.560908,-122.38479,2
LASIURUS,CINEREUS,12/15/1991,M,37.384167,-122.234167,1,37.384167,-122.234167,1
LASIURUS,CINEREUS,12/20/1990,F,37.574167,-122.378333,1,37.560908,-122.38479,2
LASIURUS,CINEREUS,12/31/1990,M,37.630556,-122.41,1,37.62606,-122.431666,2
LASIURUS,CINEREUS,1/15/1972,F,34.420833,-119.697222,1,34.420833,-119.697222,5
LASIURUS,CINEREUS,1/30/1967,M,34.420833,-119.697222,1,34.420833,-119.697222,5
LASIURUS,CINEREUS,2/9/1966,F,34.420833,-119.697222,1,34.421496,-119.771073,1
LASIURUS,CINEREUS,2/25/1964,M,34.436667,-119.631111,1,34.440363,-119.658022,1
LASIURUS,CINEREUS,3/3/1973,M,34.436667,-119.631111,1,34.436667,-119.631111,1
LASIURUS,CINEREUS,3/3/1980,M,34.420833,-119.697222,1,34.444291,-119.716221,1
LASIURUS,CINEREUS,3/6/1968,F,34.420833,-119.697222,1,34.434346,-119.631758,1
LASIURUS,CINEREUS,3/10/1972,M,34.420833,-119.697222,1,34.420833,-119.697222,5
LASIURUS,CINEREUS,3/15/1988,U,34.435833,-119.826667,1,34.435833,-119.826667,1
LASIURUS,CINEREUS,3/19/1976,M,34.420833,-119.697222,1,34.44054,-119.712224,1
LASIURUS,CINEREUS,4/3/2017,M,34.420833,-119.697222,1,34.420833,-119.697222,1
LASIURUS,CINEREUS,5/9/2027,M,34.420833,-119.697222,1,34.419301,-119.665661,1
LASIURUS,CINEREUS,7/11/1965,M,34.420833,-119.697222,1,34.541154,-119.666881,5
LASIURUS,CINEREUS,8/30/2021,F,34.953056,-120.434722,1,34.953056,-120.434722,1
LASIURUS,CINEREUS,9/7/1972,U,34.420833,-119.697222,1,34.442893,-119.732898,1
LASIURUS,CINEREUS,9/11/1964,M,34.420833,-119.697222,1,34.441168,-119.713908,1
LASIURUS,CINEREUS,9/17/1969,M,34.420833,-119.697222,1,34.450458,-119.710094,1
LASIURUS,CINEREUS,9/21/1965,F,34.420833,-119.697222,1,34.423731,-119.726273,1
LASIURUS,CINEREUS,11/1/2020,M,34.953056,-120.434722,1,34.953056,-120.434722,1
LASIURUS,CINEREUS,11/4/1987,U,34.420833,-119.697222,1,33.475554,-119.035878,1
LASIURUS,CINEREUS,11/13/1963,M,34.436667,-119.631111,1,34.440646,-119.62635,1
LASIURUS,CINEREUS,11/30/1970,M,34.420833,-119.697222,1,34.420833,-119.697222,5
LASIURUS,CINEREUS,12/8/1988,U,34.420833,-119.697222,1,34.419301,-119.665661,1
LASIURUS,CINEREUS,12/20/1967,M,34.420833,-119.697222,1,34.420833,-119.697222,5
LASIURUS,CINEREUS,10/4/1937,U,37.130556,-121.653333,1,37.130556,-121.653333,1
LASIURUS,CINEREUS,3/17/1938,M,37.005833,-121.567222,1,37.005833,-121.567222,1
LASIURUS,CINEREUS,11/15/1988,F,37.226667,-121.973611,1,37.226667,-121.973611,2
LASIURUS,CINEREUS,11/21/1990,M,37.385278,-122.113056,1,37.385278,-122.113056,1
LASIURUS,CINEREUS,3/10/1933,M,37.091667,-122.095833,1,37.091667,-122.095833,1
LASIURUS,CINEREUS,8/15/2020,U,37.051111,-122.0575,1,37.051111,-122.0575,1
LASIURUS,CINEREUS,3/15/2016,M,38.238333,-122.039167,1,38.238333,-122.039167,1
LASIURUS,CINEREUS,7/11/2013,M,38.501944,-122.995,1,38.501354,-122.97308,1
LASIURUS,CINEREUS,9/23/1975,F,38.333333,-123.046944,1,38.333333,-123.046944,1
LASIURUS,CINEREUS,11/5/1948,F,38.473611,-122.889167,1,38.473611,-122.889167,1
LASIURUS,CINEREUS,9/14/1939,F,40.260278,-122.186389,1,40.314728,-122.070873,1
LASIURUS,CINEREUS,10/9/1939,F,35.968611,-119.290833,1,35.968611,-119.290833,1
LASIURUS,CINEREUS,4/1/2009,F,36.543333,-119.386111,1,36.543333,-119.386111,1
LASIURUS,CINEREUS,5/9/2019,F,35.891667,-119.046389,1,35.891667,-119.046389,1
LASIURUS,CINEREUS,6/15/1930,U,37.960833,-120.236389,1,37.960833,-120.236389,1
LASIURUS,CINEREUS,1/7/1949,M,34.399167,-118.917222,1,34.399167,-118.917222,1
LASIURUS,CINEREUS,1/7/1949,M,34.399167,-118.917222,1,34.399167,-118.917222,1
LASIURUS,CINEREUS,4/5/1982,M,38.525,-121.969722,1,38.525,-121.969722,1
LASIURUS,CINEREUS,5/8/1991,M,38.678611,-121.772222,1,38.678611,-121.772222,1
LASIURUS,CINEREUS,4/12/2017,F,36.457222,-116.865278,0.5,36.457222,-116.865278,0.5
LASIURUS,CINEREUS,10/18/1933,F,36.457222,-116.865278,0.5,36.457222,-116.865278,0.5
LASIURUS,CINEREUS,9/16/1889,U,40.083333,-105.35,50,40.014167,-105.285263,3
LASIURUS,CINEREUS,7/17/1990,M,40.5625,-108.9375,11,40.447085,-109.007736,1
LASIURUS,CINEREUS,7/17/1990,M,40.5625,-108.9375,11,40.447085,-109.007736,1
LASIURUS,CINEREUS,7/17/1990,M,40.5625,-108.9375,11,40.447085,-109.007736,1
LASIURUS,CINEREUS,7/18/1990,M,40.5625,-108.9375,11,40.447085,-109.007736,1
LASIURUS,CINEREUS,7/20/1990,M,40.5625,-108.9375,11,40.447085,-109.007736,1
LASIURUS,CINEREUS,6/21/1968,M,40.585278,-105.083889,7,40.626009,-105.222722,2
LASIURUS,CINEREUS,7/15/1974,F,39.534722,-107.7825,5.5,39.639639,-107.777103,1
LASIURUS,CINEREUS,9/17/1974,F,39.534722,-107.7825,5.5,39.639639,-107.777103,1
LASIURUS,CINEREUS,9/17/1974,M,39.534722,-107.7825,5.5,39.639639,-107.777103,1
LASIURUS,CINEREUS,7/6/1987,M,40.463056,-108.7375,5.4,40.452988,-108.765966,1
LASIURUS,CINEREUS,7/6/1987,M,40.463056,-108.7375,5.4,40.452988,-108.765966,1
LASIURUS,CINEREUS,7/6/1987,M,40.463056,-108.7375,5.4,40.452988,-108.765966,1
LASIURUS,CINEREUS,6/30/1973,M,37.747345,-105.712088,5,37.747345,-105.712088,5
LASIURUS,CINEREUS,7/9/1960,U,37.028056,-107.418611,5,37.097598,-107.393471,1
LASIURUS,CINEREUS,7/19/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,7/19/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,7/19/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,7/22/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,7/22/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,7/22/1960,M,37.163056,-107.315,5,37.151849,-107.313268,3.5
LASIURUS,CINEREUS,10/12/1953,F,40.083391,-105.230163,5,40.077743,-105.223091,2.5
LASIURUS,CINEREUS,8/5/1941,M,37.438056,-105.515278,5,37.492737,-105.463059,1
LASIURUS,CINEREUS,5/26/1966,F,39.739167,-104.984167,5,39.739167,-104.984167,5
LASIURUS,CINEREUS,8/2/1975,M,40.000556,-108.509722,5,39.979273,-108.378263,1
LASIURUS,CINEREUS,8/7/1975,M,40.000556,-108.509722,5,39.979273,-108.378263,1
LASIURUS,CINEREUS,8/7/1975,M,40.000556,-108.509722,5,39.979273,-108.378263,1
LASIURUS,CINEREUS,7/21/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/21/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/21/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/22/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/22/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/23/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/23/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,7/23/1975,M,39.083333,-105.069444,5,39.106148,-105.095957,1
LASIURUS,CINEREUS,1/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/11/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/18/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/20/1968,M,39.41,-105.323333,4,39.387453,-105.273013,1
LASIURUS,CINEREUS,6/17/1968,F,40.585278,-105.083889,4,40.589873,-105.157838,1
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,3.5,39.829154,-107.966448,2
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,3.5,39.829154,-107.966448,2
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,3.5,39.829154,-107.966448,2
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,3.5,39.829154,-107.966448,2
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,3.5,39.829154,-107.966448,2
LASIURUS,CINEREUS,7/25/1975,M,39.534722,-107.7825,3.4,39.587658,-107.775956,1
LASIURUS,CINEREUS,2/6/1947,M,38.622222,-104.458889,3,38.532241,-104.454661,1
LASIURUS,CINEREUS,9/2/2022,U,38.833889,-104.820833,3,38.833889,-104.820833,3
LASIURUS,CINEREUS,6/19/1968,M,39.41,-105.323333,3,39.367819,-105.301934,2
LASIURUS,CINEREUS,8/6/1977,M,40.585278,-105.083889,3,40.504496,-104.977411,1.5
LASIURUS,CINEREUS,10/4/1969,F,40.585278,-105.083889,3,40.585278,-105.083889,3
LASIURUS,CINEREUS,8/9/1985,F,40.762222,-108.886111,3,40.763497,-108.88481,1
LASIURUS,CINEREUS,8/12/1988,M,40.521111,-108.990278,3,40.520006,-108.991834,1
LASIURUS,CINEREUS,7/27/1991,M,37.134444,-108.426667,3,37.134444,-108.426667,3
LASIURUS,CINEREUS,9/15/1963,M,37.260556,-108.493056,3,37.26692,-108.491756,1
LASIURUS,CINEREUS,8/7/1975,M,40.0875,-108.804167,3,40.081753,-108.840309,1
LASIURUS,CINEREUS,8/7/1975,M,40.0875,-108.804167,3,40.081753,-108.840309,1
LASIURUS,CINEREUS,7/11/1975,F,39.738923,-108.907655,2,39.813698,-107.939178,1
LASIURUS,CINEREUS,7/11/1975,M,39.738923,-108.907655,2,39.813698,-107.939178,1
LASIURUS,CINEREUS,6/15/1989,M,40.463333,-108.668333,2,40.453359,-108.670309,1
LASIURUS,CINEREUS,6/15/1989,M,40.463333,-108.668333,2,40.453359,-108.670309,1
LASIURUS,CINEREUS,7/2/1987,M,40.463333,-108.668333,2,40.453359,-108.670309,1
LASIURUS,CINEREUS,7/3/1987,M,40.463333,-108.668333,2,40.453359,-108.670309,1
LASIURUS,CINEREUS,7/11/1975,M,39.737778,-107.944722,2,39.813698,-107.939178,1
LASIURUS,CINEREUS,5/30/2005,F,40.423333,-104.708611,2,40.411196,-104.693095,1
LASIURUS,CINEREUS,7/2/2005,F,40.423333,-104.708611,2,40.411196,-104.693095,1
LASIURUS,CINEREUS,7/3/2005,U,40.423333,-104.708611,2,40.411196,-104.693095,1
LASIURUS,CINEREUS,7/4/2005,U,40.423333,-104.708611,2,40.411196,-104.693095,1
LASIURUS,CINEREUS,7/11/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/11/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/11/1990,F,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/12/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/12/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/12/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/12/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/12/1990,M,40.590278,-108.989444,1.1,40.604182,-108.989513,1
LASIURUS,CINEREUS,7/15/1971,M,37.134444,-107.359444,1,37.179243,-107.286833,1
LASIURUS,CINEREUS,7/15/1971,M,37.134444,-107.359444,1,37.179243,-107.286833,1
LASIURUS,CINEREUS,7/16/1971,M,37.134444,-107.359444,1,37.179243,-107.286833,1
LASIURUS,CINEREUS,6/5/2006,F,40.005556,-105.263889,1,40.005556,-105.263889,1
LASIURUS,CINEREUS,6/28/1952,F,40.005556,-105.263889,1,40.005556,-105.263889,1
LASIURUS,CINEREUS,6/28/1952,M,40.005556,-105.263889,1,40.005556,-105.263889,1
LASIURUS,CINEREUS,9/19/1941,M,38.218056,-103.755556,1,38.218056,-103.755556,1
LASIURUS,CINEREUS,8/2/1977,M,39.5975,-108.8025,1,39.63653,-108.789867,1
LASIURUS,CINEREUS,6/13/1960,M,37.024444,-107.4875,1,37.024444,-107.4875,1
LASIURUS,CINEREUS,6/16/1960,M,37.024444,-107.4875,1,37.024444,-107.4875,1
LASIURUS,CINEREUS,9/21/1982,F,40.585278,-105.083889,1,40.587413,-105.125921,1
LASIURUS,CINEREUS,8/7/1973,M,37.137585,-105.017224,1,37.137585,-105.017224,1
LASIURUS,CINEREUS,8/7/1973,M,37.137585,-105.017224,1,37.137585,-105.017224,1
LASIURUS,CINEREUS,8/8/1973,M,37.169444,-104.5,1,37.166713,-104.516022,1
LASIURUS,CINEREUS,6/16/1968,M,36.999167,-104.487222,1,36.999167,-104.487222,1
LASIURUS,CINEREUS,6/16/1968,M,36.999167,-104.487222,1,36.999167,-104.487222,1
